frame.time_epoch,ip.src,ip.dst,frame.len,tcp.port,udp.port,ip.proto,frame.time_delta,tcp.flags,ip.len,icmp.type,tcp.stream,tcp.seq,tcp.ack,ip.flags.df,tcp.window_size,ip.ttl,tcp.analysis.flags,http.request.uri,http.response.code,anomaly
1762618224.086358000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000135000,,68,,,,,False,,128,,,,-1
1762618224.093074000,172.17.17.204,239.255.255.250,167,,60924.0,17,0.006716000,,153,,,,,False,,255,,*,,-1
1762618224.093899000,172.17.19.207,35.223.238.178,1474,58271.0,,6,0.000825000,0x0010,1460,,84,46713,4385,True,65280,128,,,,-1
1762618224.094019000,172.17.19.207,35.223.238.178,38394,58271.0,,6,0.000120000,0x0018,38380,,84,48133,4385,True,65280,128,,,,-1
1762618224.094083000,172.17.19.207,192.34.20.166,54,58547.0,,6,0.000064000,0x0010,40,,95,1484,4235,True,65280,128,,,,-1
1762618224.094142000,172.17.19.207,192.34.20.166,54,58532.0,,6,0.000059000,0x0010,40,,94,2715,10473,True,65280,128,,,,-1
1762618224.096765000,172.17.19.207,192.34.20.166,134,58547.0,,6,0.002623000,0x0018,120,,95,1484,4235,True,65280,128,,,,-1
1762618224.096868000,172.17.19.207,192.34.20.166,78,58547.0,,6,0.000103000,0x0018,64,,95,1564,4235,True,65280,128,,,,-1
1762618224.096960000,172.17.19.207,192.34.20.166,54,58547.0,,6,0.000092000,0x0011,40,,95,1588,4235,True,65280,128,,,,-1
1762618224.292890000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.292890000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.292890000,172.17.23.136,224.0.0.252,75,,50346.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618224.394221000,172.17.19.207,192.34.20.166,54,58547.0,,6,0.000054000,0x0014,40,,95,1589,4393,True,0,128,,,,-1
1762618224.394282000,172.17.19.207,35.223.238.178,7695,58271.0,,6,0.000061000,0x0018,7681,,84,86473,4385,True,65280,128,,,,-1
1762618224.496004000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.496152000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000148000,,68,,,,,False,,128,,,,-1
1762618224.702211000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.702211000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.718909000,172.17.19.207,35.223.238.178,54,58271.0,,6,0.000116000,0x0010,40,,84,94114,4710,True,65024,128,,,,-1
1762618224.828448000,172.17.19.207,23.202.229.23,55,57909.0,,6,0.109539000,0x0010,41,,56,1,1,True,255,128,1,,,-1
1762618224.854823000,172.17.19.207,104.208.16.91,172,62632.0,,6,0.016940000,0x0018,158,,0,76524,1313,True,254,128,,,,-1
1762618224.855028000,172.17.19.207,104.208.16.91,12089,62632.0,,6,0.000205000,0x0018,12075,,0,76642,1313,True,254,128,,,,-1
1762618224.908866000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.908866000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618224.986989000,172.17.19.207,192.34.20.166,400,58532.0,,6,0.078123000,0x0018,386,,94,2715,10473,True,65280,128,,,,-1
1762618224.987108000,172.17.19.207,192.34.20.166,300,58532.0,,6,0.000119000,0x0018,286,,94,3061,10473,True,65280,128,,,,-1
1762618224.988745000,172.17.19.207,192.34.20.166,66,58570.0,,6,0.001159000,0x0002,52,,96,0,0,True,65535,128,,,,-1
1762618224.992203000,172.17.19.207,35.223.238.178,385,58271.0,,6,0.003458000,0x0018,371,,84,94114,4710,True,65024,128,,,,-1
1762618224.992311000,172.17.19.207,35.223.238.178,4010,58271.0,,6,0.000108000,0x0018,3996,,84,94445,4710,True,65024,128,,,,-1
1762618224.994701000,172.17.19.207,35.223.238.178,385,58269.0,,6,0.002390000,0x0018,371,,82,7311,4991,True,64768,128,,,,-1
1762618224.994794000,172.17.19.207,35.223.238.178,7192,58269.0,,6,0.000093000,0x0018,7178,,82,7642,4991,True,64768,128,,,,-1
1762618225.000155000,172.17.19.207,35.223.238.178,66,58571.0,,6,0.005327000,0x0002,52,,97,0,0,True,65535,128,,,,-1
1762618225.051410000,172.17.19.207,192.34.20.166,78,57889.0,,6,0.051255000,0x0018,64,,32,7983,34657,True,65280,128,,,,-1
1762618225.051422000,172.17.19.207,192.34.20.166,78,58532.0,,6,0.000012000,0x0018,64,,94,3307,10473,True,65280,128,,,,-1
1762618225.051640000,172.17.19.207,192.34.20.166,54,58532.0,,6,0.000218000,0x0011,40,,94,3331,10473,True,65280,128,,,,-1
1762618225.052161000,172.17.19.207,192.34.20.166,54,57889.0,,6,0.000521000,0x0011,40,,32,8007,34657,True,65280,128,,,,-1
1762618225.052465000,172.17.19.207,192.34.20.166,66,58574.0,,6,0.000304000,0x0002,52,,98,0,0,True,65535,128,,,,-1
1762618225.052491000,172.17.19.207,192.34.20.166,66,58575.0,,6,0.000026000,0x0002,52,,99,0,0,True,65535,128,,,,-1
1762618225.052647000,172.17.19.207,192.34.20.166,66,58576.0,,6,0.000156000,0x0002,52,,100,0,0,True,65535,128,,,,-1
1762618225.053277000,172.17.19.207,192.34.20.166,66,58577.0,,6,0.000630000,0x0002,52,,101,0,0,True,65535,128,,,,-1
1762618225.112029000,172.17.16.149,239.255.255.250,212,,59690.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618225.112029000,172.17.23.136,224.0.0.252,75,,58511.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618225.112029000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618225.112029000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618225.144992000,172.17.19.207,104.208.16.91,54,62632.0,,6,0.032963000,0x0010,40,,0,88677,1413,True,253,128,,,,-1
1762618225.254002000,172.17.19.207,35.223.238.178,54,58571.0,,6,0.000085000,0x0010,40,,97,1,1,True,65280,128,,,,-1
1762618225.254499000,172.17.19.207,35.223.238.178,1534,58571.0,,6,0.000497000,0x0018,1520,,97,1,1,True,65280,128,,,,-1
1762618225.254561000,172.17.19.207,192.34.20.166,54,57889.0,,6,0.000040000,0x0014,40,,32,8008,37577,True,0,128,,,,-1
1762618225.255840000,172.17.19.207,35.223.238.178,386,58271.0,,6,0.000167000,0x0018,372,,84,98401,5013,True,64512,128,,,,-1
1762618225.255890000,172.17.19.207,35.223.238.178,10331,58271.0,,6,0.000050000,0x0018,10317,,84,98733,5013,True,64512,128,,,,-1
1762618225.279017000,172.17.19.207,192.34.20.166,54,58532.0,,6,0.000051000,0x0014,40,,94,3332,10755,True,0,128,,,,-1
1762618225.292671000,172.17.19.207,192.34.20.166,54,58576.0,,6,0.000101000,0x0010,40,,100,1,1,True,65280,128,,,,-1
1762618225.292869000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000113000,0x0010,40,,96,1,1,True,65280,128,,,,-1
1762618225.293158000,172.17.19.207,192.34.20.166,1537,58576.0,,6,0.000289000,0x0018,1523,,100,1,1,True,65280,128,,,,-1
1762618225.293243000,172.17.19.207,192.34.20.166,1537,58570.0,,6,0.000085000,0x0018,1523,,96,1,1,True,65280,128,,,,-1
1762618225.302248000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000112000,0x0010,40,,101,1,1,True,65280,128,,,,-1
1762618225.302285000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000037000,0x0010,40,,98,1,1,True,65280,128,,,,-1
1762618225.302503000,172.17.19.207,192.34.20.166,1537,58577.0,,6,0.000218000,0x0018,1523,,101,1,1,True,65280,128,,,,-1
1762618225.302618000,172.17.19.207,192.34.20.166,1537,58574.0,,6,0.000115000,0x0018,1523,,98,1,1,True,65280,128,,,,-1
1762618225.302978000,172.17.19.207,35.223.238.178,54,58269.0,,6,0.000360000,0x0010,40,,82,15196,5294,True,64256,128,,,,-1
1762618225.312581000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000108000,0x0010,40,,99,1,1,True,65280,128,,,,-1
1762618225.312996000,172.17.19.207,192.34.20.166,1537,58575.0,,6,0.000415000,0x0018,1523,,99,1,1,True,65280,128,,,,-1
1762618225.320230000,172.17.16.182,239.255.255.250,179,,64226.0,17,0.000000000,,165,,,,,False,,4,,*,,-1
1762618225.519938000,172.17.22.140,255.255.255.255,82,,55161.0,17,0.199708000,,68,,,,,False,,128,,,,-1
1762618225.519938000,172.17.22.140,172.17.23.255,82,,55160.0,17,0.000000000,,68,,,,,False,,128,,,,-1
1762618225.522130000,172.17.20.157,239.255.255.250,167,,51563.0,17,0.000000000,,153,,,,,False,,255,,*,,-1
1762618225.522562000,172.17.23.136,224.0.0.252,75,,64066.0,17,0.000432000,,61,,,,,False,,1,,,,-1
1762618225.525579000,172.17.19.207,35.223.238.178,54,58571.0,,6,0.000221000,0x0010,40,,97,1481,4227,True,65280,128,,,,-1
1762618225.529061000,172.17.19.207,35.223.238.178,134,58571.0,,6,0.003482000,0x0018,120,,97,1481,4227,True,65280,128,,,,-1
1762618225.529152000,172.17.19.207,35.223.238.178,78,58571.0,,6,0.000091000,0x0018,64,,97,1561,4227,True,65280,128,,,,-1
1762618225.529221000,172.17.19.207,35.223.238.178,54,58571.0,,6,0.000069000,0x0011,40,,97,1585,4227,True,65280,128,,,,-1
1762618225.544728000,172.17.19.207,192.34.20.166,54,58576.0,,6,0.000128000,0x0010,40,,100,1484,4235,True,65280,128,,,,-1
1762618225.547795000,172.17.19.207,192.34.20.166,134,58576.0,,6,0.003067000,0x0018,120,,100,1484,4235,True,65280,128,,,,-1
1762618225.548020000,172.17.19.207,192.34.20.166,375,58576.0,,6,0.000225000,0x0018,361,,100,1564,4235,True,65280,128,,,,-1
1762618225.548076000,172.17.19.207,192.34.20.166,175,58576.0,,6,0.000056000,0x0018,161,,100,1885,4235,True,65280,128,,,,-1
1762618225.553130000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000108000,0x0010,40,,101,1484,4097,True,65280,128,,,,-1
1762618225.553351000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000035000,0x0010,40,,101,1484,4235,True,65280,128,,,,-1
1762618225.554962000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000095000,0x0010,40,,98,1484,2921,True,65280,128,,,,-1
1762618225.555769000,172.17.19.207,192.34.20.166,134,58577.0,,6,0.000075000,0x0018,120,,101,1484,4235,True,65280,128,,,,-1
1762618225.555894000,172.17.19.207,192.34.20.166,400,58577.0,,6,0.000125000,0x0018,386,,101,1564,4235,True,65280,128,,,,-1
1762618225.555944000,172.17.19.207,192.34.20.166,351,58577.0,,6,0.000050000,0x0018,337,,101,1910,4235,True,65280,128,,,,-1
1762618225.556947000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000031000,0x0010,40,,98,1484,4235,True,64000,128,,,,-1
1762618225.558941000,172.17.19.207,192.34.20.166,134,58574.0,,6,0.001994000,0x0018,120,,98,1484,4235,True,64000,128,,,,-1
1762618225.559073000,172.17.19.207,192.34.20.166,400,58574.0,,6,0.000132000,0x0018,386,,98,1564,4235,True,64000,128,,,,-1
1762618225.559122000,172.17.19.207,192.34.20.166,415,58574.0,,6,0.000049000,0x0018,401,,98,1910,4235,True,64000,128,,,,-1
1762618225.569554000,172.17.19.207,35.223.238.178,54,58271.0,,6,0.010432000,0x0010,40,,84,109010,5316,True,64256,128,,,,-1
1762618225.593589000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000078000,0x0010,40,,99,1484,2921,True,65280,128,,,,-1
1762618225.603102000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000142000,0x0010,40,,99,1484,4235,True,64000,128,,,,-1
1762618225.603151000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000049000,0x0010,40,,96,1484,4235,True,65280,128,,,,-1
1762618225.605536000,172.17.19.207,192.34.20.166,134,58575.0,,6,0.002385000,0x0018,120,,99,1484,4235,True,64000,128,,,,-1
1762618225.605696000,172.17.19.207,192.34.20.166,400,58575.0,,6,0.000160000,0x0018,386,,99,1564,4235,True,64000,128,,,,-1
1762618225.605749000,172.17.19.207,192.34.20.166,351,58575.0,,6,0.000053000,0x0018,337,,99,1910,4235,True,64000,128,,,,-1
1762618225.608113000,172.17.19.207,192.34.20.166,134,58570.0,,6,0.002364000,0x0018,120,,96,1484,4235,True,65280,128,,,,-1
1762618225.835745000,172.17.19.207,35.223.238.178,54,58571.0,,6,0.000152000,0x0014,40,,97,1586,4385,True,0,128,,,,-1
1762618225.835960000,172.17.19.207,192.34.20.166,54,58576.0,,6,0.000215000,0x0010,40,,100,2006,7421,True,65280,128,,,,-1
1762618225.835980000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000020000,0x0010,40,,101,2207,7422,True,65280,128,,,,-1
1762618225.835990000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000010000,0x0010,40,,98,2271,7427,True,65280,128,,,,-1
1762618225.836340000,172.17.19.207,192.34.20.166,78,58577.0,,6,0.000350000,0x0018,64,,101,2207,7422,True,65280,128,,,,-1
1762618225.836341000,172.17.19.207,192.34.20.166,78,58574.0,,6,0.000001000,0x0018,64,,98,2271,7427,True,65280,128,,,,-1
1762618225.836395000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000054000,0x0011,40,,98,2295,7427,True,65280,128,,,,-1
1762618225.836418000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000023000,0x0011,40,,101,2231,7422,True,65280,128,,,,-1
1762618225.847468000,172.17.19.207,192.34.20.166,375,58576.0,,6,0.011050000,0x0018,361,,100,2006,7421,True,65280,128,,,,-1
1762618225.847526000,172.17.19.207,192.34.20.166,175,58576.0,,6,0.000058000,0x0018,161,,100,2327,7421,True,65280,128,,,,-1
1762618225.848606000,172.17.19.207,192.34.20.166,400,58570.0,,6,0.001080000,0x0018,386,,96,1564,4235,True,65280,128,,,,-1
1762618225.848657000,172.17.19.207,192.34.20.166,415,58570.0,,6,0.000051000,0x0018,401,,96,1910,4235,True,65280,128,,,,-1
1762618225.865338000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000075000,0x0010,40,,99,2207,4393,True,65280,128,,,,-1
1762618225.877113000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000058000,0x0010,40,,99,2207,7422,True,65280,128,,,,-1
1762618225.898780000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000020000,0x0010,40,,96,2271,4393,True,65280,128,,,,-1
1762618225.935451000,172.17.17.249,239.255.255.250,212,,49667.0,17,0.036671000,,198,,,,,False,,1,,*,,-1
1762618225.935451000,172.17.16.182,239.255.255.250,212,,51599.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618226.134406000,172.17.23.136,224.0.0.252,75,,64066.0,17,0.000119000,,61,,,,,False,,1,,,,-1
1762618226.135018000,172.17.16.149,239.255.255.250,212,,59690.0,17,0.000157000,,198,,,,,False,,1,,*,,-1
1762618226.138146000,172.17.19.207,192.34.20.166,54,58577.0,,6,0.000095000,0x0010,40,,101,2232,7423,True,65280,128,,,,-1
1762618226.138222000,172.17.19.207,192.34.20.166,54,58574.0,,6,0.000076000,0x0010,40,,98,2296,7428,True,65280,128,,,,-1
1762618226.138282000,172.17.19.207,192.34.20.166,54,58576.0,,6,0.000060000,0x0010,40,,100,2448,10426,True,65280,128,,,,-1
1762618226.149789000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000035000,0x0010,40,,96,2271,7313,True,65280,128,,,,-1
1762618226.150908000,172.17.19.207,192.34.20.166,78,58570.0,,6,0.000137000,0x0018,64,,96,2271,7426,True,65280,128,,,,-1
1762618226.150953000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000045000,0x0011,40,,96,2295,7426,True,65280,128,,,,-1
1762618226.209142000,172.17.19.207,104.26.7.95,121,58415.0,,6,0.058189000,0x0018,107,,3,817,3341,True,251,128,,,,-1
1762618226.342062000,172.17.20.136,239.255.255.250,212,,55943.0,17,0.002586000,,198,,,,,False,,1,,*,,-1
1762618226.342062000,172.17.23.136,224.0.0.252,75,,54018.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618226.546179000,172.17.20.237,172.17.23.255,86,,57621.0,17,0.000539000,,72,,,,,False,,64,,,,-1
1762618226.547564000,172.17.19.207,104.26.7.95,66,58415.0,,6,0.000089000,0x0010,52,,3,884,3761,True,255,128,,,,-1
1762618226.548545000,172.17.19.207,104.26.7.95,89,58415.0,,6,0.000981000,0x0018,75,,3,884,3761,True,255,128,,,,-1
1762618226.750353000,172.17.23.136,224.0.0.252,75,,54018.0,17,0.000170000,,61,,,,,False,,1,,,,-1
1762618226.750891000,172.17.17.249,239.255.255.250,212,,49667.0,17,0.000291000,,198,,,,,False,,1,,*,,-1
1762618226.955281000,172.17.22.81,239.255.255.250,212,,62441.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618226.955281000,172.17.16.182,239.255.255.250,212,,51599.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618226.955281000,172.17.22.81,239.255.255.250,212,,62442.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618226.960799000,172.17.19.81,224.0.0.252,75,,56012.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618226.960799000,172.17.22.238,239.255.255.250,218,,59204.0,17,0.000000000,,204,,,,,False,,1,,*,,-1
1762618227.160471000,172.17.16.149,239.255.255.250,212,,59690.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618227.363883000,172.17.20.136,239.255.255.250,212,,55943.0,17,0.000289000,,198,,,,,False,,1,,*,,-1
1762618227.366697000,172.17.19.207,192.34.20.166,54,58570.0,,6,0.000018000,0x0010,40,,96,2296,7427,True,0,128,1,,,-1
1762618227.568597000,172.17.23.136,224.0.0.252,75,,60640.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618227.569683000,172.17.20.157,239.255.255.250,167,,51563.0,17,0.000681000,,153,,,,,False,,255,,*,,-1
1762618227.569683000,172.17.22.81,239.255.255.250,167,,53110.0,17,0.000000000,,153,,,,,False,,255,,*,,-1
1762618227.570218000,172.17.23.136,224.0.0.252,75,,60640.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618227.775870000,172.17.17.249,239.255.255.250,212,,49667.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.024035000,172.17.19.207,57.144.211.33,182,57042.0,,6,0.044463000,0x0018,168,,4,1084,2623,True,255,128,,,,-1
1762618228.024696000,172.17.19.207,57.144.211.33,184,57042.0,,6,0.000661000,0x0018,170,,4,1212,2623,True,255,128,,,,-1
1762618228.024848000,172.17.19.207,57.144.211.33,102,57042.0,,6,0.000152000,0x0018,88,,4,1342,2623,True,255,128,,,,-1
1762618228.080591000,172.17.22.81,239.255.255.250,212,,62441.0,17,0.050324000,,198,,,,,False,,1,,*,,-1
1762618228.081242000,172.17.16.182,239.255.255.250,212,,51599.0,17,0.000031000,,198,,,,,False,,1,,*,,-1
1762618228.081942000,172.17.22.81,239.255.255.250,212,,62442.0,17,0.000481000,,198,,,,,False,,1,,*,,-1
1762618228.082075000,172.17.22.238,239.255.255.250,218,,59204.0,17,0.000133000,,204,,,,,False,,1,,*,,-1
1762618228.082265000,172.17.16.149,239.255.255.250,212,,59690.0,17,0.000019000,,198,,,,,False,,1,,*,,-1
1762618228.135906000,172.17.19.207,34.139.124.58,55,55351.0,,6,0.052746000,0x0010,41,,59,1,1,True,255,128,1,,,-1
1762618228.287060000,172.17.23.136,224.0.0.252,75,,62190.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618228.293054000,172.17.20.136,239.255.255.250,212,,55943.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.293054000,172.17.21.235,239.255.255.250,212,,51219.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.293507000,172.17.19.207,57.144.211.33,54,57042.0,,6,0.000453000,0x0010,40,,4,1390,3090,True,254,128,,,,-1
1762618228.491204000,172.17.18.187,239.255.255.250,212,,54269.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.491204000,172.17.23.136,224.0.0.252,75,,62190.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618228.901217000,172.17.17.249,239.255.255.250,212,,49667.0,17,0.000380000,,198,,,,,False,,1,,*,,-1
1762618228.901217000,172.17.16.200,255.255.255.255,58,,54432.0,17,0.000000000,,44,,,,,False,,128,,,,-1
1762618228.901217000,172.17.16.200,255.255.255.255,58,,54432.0,17,0.000000000,,44,,,,,False,,128,,,,-1
1762618228.906595000,172.17.23.136,224.0.0.252,75,,61872.0,17,0.004629000,,61,,,,,False,,1,,,,-1
1762618228.906595000,172.17.22.81,239.255.255.250,212,,62441.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.906595000,172.17.16.182,239.255.255.250,212,,51599.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.906595000,172.17.17.156,239.255.255.250,212,,59829.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.906595000,172.17.22.81,239.255.255.250,212,,62442.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618228.952074000,172.17.19.207,99.86.182.55,55,59137.0,,6,0.045479000,0x0010,41,,60,1,1,True,252,128,1,,,-1
1762618229.109127000,172.17.22.238,239.255.255.250,218,,59204.0,17,0.144721000,,204,,,,,False,,1,,*,,-1
1762618229.311341000,172.17.23.136,224.0.0.252,75,,61872.0,17,0.000221000,,61,,,,,False,,1,,,,-1
1762618229.311341000,172.17.20.136,239.255.255.250,212,,55943.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618229.311341000,172.17.21.235,239.255.255.250,212,,51219.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618229.311626000,172.17.18.187,239.255.255.250,212,,54269.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618229.516939000,172.17.19.207,35.223.238.178,66,58630.0,,6,0.001475000,0x0002,52,,102,0,0,True,65535,128,,,,-1
1762618229.682520000,172.17.19.207,172.64.155.209,55,59056.0,,6,0.165468000,0x0010,41,,61,1,1,True,255,128,1,,,-1
1762618229.719508000,172.17.23.136,224.0.0.252,75,,57396.0,17,0.000247000,,61,,,,,False,,1,,,,-1
1762618229.720387000,172.17.20.237,239.255.255.250,167,,49492.0,17,0.000879000,,153,,,,,False,,255,,*,,-1
1762618229.725566000,172.17.20.157,239.255.255.250,167,,51563.0,17,0.003668000,,153,,,,,False,,255,,*,,-1
1762618229.769245000,172.17.19.207,35.223.238.178,54,58630.0,,6,0.000235000,0x0010,40,,102,1,1,True,65280,128,,,,-1
1762618229.925253000,172.17.22.81,239.255.255.250,212,,62441.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618229.928361000,172.17.17.156,239.255.255.250,212,,59829.0,17,0.000331000,,198,,,,,False,,1,,*,,-1
1762618229.928580000,172.17.22.81,239.255.255.250,212,,62442.0,17,0.000219000,,198,,,,,False,,1,,*,,-1
1762618230.132111000,172.17.19.207,35.223.238.178,54,58630.0,,6,0.000134000,0x0010,40,,102,518,3163,True,65280,128,,,,-1
1762618230.333688000,172.17.23.136,224.0.0.252,75,,57396.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618230.335871000,172.17.21.235,239.255.255.250,212,,51219.0,17,0.000982000,,198,,,,,False,,1,,*,,-1
1762618230.335871000,172.17.18.187,239.255.255.250,212,,54269.0,17,0.000000000,,198,,,,,False,,1,,*,,-1
1762618230.437250000,172.17.19.207,35.223.238.178,54,58630.0,,6,0.000231000,0x0010,40,,102,1023,3594,True,65024,128,,,,-1
1762618230.438327000,172.17.19.207,35.223.238.178,78,58630.0,,6,0.001077000,0x0018,64,,102,1023,3594,True,65024,128,,,,-1
1762618230.438625000,172.17.19.207,35.223.238.178,54,58630.0,,6,0.000298000,0x0011,40,,102,1047,3594,True,65024,128,,,,-1
1762618230.539487000,172.17.23.136,224.0.0.252,75,,51945.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618230.800394000,172.17.19.207,34.139.124.58,55,50345.0,,6,0.055066000,0x0010,41,,11,10666,4557,True,255,128,1,,,-1
1762618230.948970000,172.17.23.136,224.0.0.252,75,,51945.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618230.949971000,172.17.17.156,239.255.255.250,212,,59829.0,17,0.000011000,,198,,,,,False,,1,,*,,-1
1762618231.198074000,172.17.19.207,35.223.238.178,55,64950.0,,6,0.043532000,0x0010,41,,13,1043,269,True,510,128,1,,,-1
1762618231.358159000,172.17.23.136,224.0.0.252,75,,59514.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618231.358643000,172.17.21.235,239.255.255.250,212,,51219.0,17,0.000045000,,198,,,,,False,,1,,*,,-1
1762618231.359054000,172.17.18.187,239.255.255.250,212,,54269.0,17,0.000010000,,198,,,,,False,,1,,*,,-1
1762618231.418818000,172.17.19.207,192.34.20.166,376,58576.0,,6,0.059764000,0x0018,362,,100,2448,10426,True,65280,128,,,,-1
1762618231.418845000,172.17.19.207,192.34.20.166,376,58575.0,,6,0.000027000,0x0018,362,,99,2207,7422,True,65280,128,,,,-1
1762618231.418921000,172.17.19.207,192.34.20.166,409,58575.0,,6,0.000076000,0x0018,395,,99,2529,7422,True,65280,128,,,,-1
1762618231.418925000,172.17.19.207,192.34.20.166,316,58576.0,,6,0.000004000,0x0018,302,,100,2770,10426,True,65280,128,,,,-1
1762618231.423276000,172.17.19.207,192.34.20.166,66,58653.0,,6,0.004351000,0x0002,52,,103,0,0,True,65535,128,,,,-1
1762618231.563563000,172.17.20.157,239.255.255.250,167,,51563.0,17,0.000000000,,153,,,,,False,,255,,*,,-1
1762618231.563563000,172.17.21.59,172.17.23.255,86,,57621.0,17,0.000000000,,72,,,,,False,,128,,,,-1
1762618231.770225000,172.17.23.136,224.0.0.252,75,,59514.0,17,0.000000000,,61,,,,,False,,1,,,,-1
1762618231.770225000,172.17.17.120,239.255.255.250,179,,64395.0,17,0.000000000,,165,,,,,False,,4,,*,,-1
1762618231.773905000,172.17.19.207,192.34.20.166,54,58576.0,,6,0.000210000,0x0010,40,,100,3032,13437,True,65280,128,,,,-1
1762618231.773969000,172.17.19.207,192.34.20.166,54,58653.0,,6,0.000064000,0x0010,40,,103,1,1,True,65280,128,,,,-1
1762618231.773984000,172.17.19.207,192.34.20.166,54,58575.0,,6,0.000015000,0x0010,40,,99,2884,10477,True,65280,128,,,,-1
1762618231.775664000,172.17.19.207,192.34.20.166,1537,58653.0,,6,0.001680000,0x0018,1523,,103,1,1,True,65280,128,,,,-1
1762618231.776071000,172.17.19.207,192.34.20.166,376,58575.0,,6,0.000407000,0x0018,362,,99,2884,10477,True,65280,128,,,,-1
1762618231.776172000,172.17.19.207,192.34.20.166,410,58575.0,,6,0.000101000,0x0018,396,,99,3206,10477,True,65280,128,,,,-1
1762618231.834001000,172.17.19.207,35.223.238.178,55,64949.0,,6,0.057829000,0x0010,41,,15,414,55761,True,511,128,1,,,-1
1762618231.973112000,172.17.21.65,239.255.255.250,167,,46977.0,17,0.000000000,,153,,,,,True,,1,,*,,-1
1762618231.975275000,172.17.17.156,239.255.255.250,212,,59829.0,17,0.000528000,,198,,,,,False,,1,,*,,-1
1762618232.076073000,172.17.19.207,192.34.20.166,54,58653.0,,6,0.000213000,0x0010,40,,103,1484,4235,True,65280,128,,,,-1
